Clust_id,p_id,Age,Baseline_date,Gender,Income,Education,value_1,value_2,value_3,outcome
A1,100179,47,5/17/2012,Female,33000,High School,44.9823893,100.5546237,10.81620979,1
A1,104674,50,1/7/2008,Male,71500,College,62.25324921,93.34010611,10.82789503,0
A1,108145,39,9/22/2013,Male,55000,High School,53.25671777,98.90545186,8.314995081,0
A1,107495,59,8/21/2005,Male,44000,High School,71.27822128,100.0550441,12.05243469,0
A1,103813,46,12/13/2005,Male,126500,High School,56.8764655,108.1697574,13.22937,0
A1,103219,45,4/27/2011,Male,88000,High School,70.93654186,85.6426272,5.528765799,0
A1,101360,53,6/21/2011,Male,99000,College,57.6577744,95.32592472,12.34018632,0
A1,103400,37,9/8/2010,Male,38500,High School,61.37183519,110.5975039,8.518147084,0
A1,100917,44,12/27/2010,Male,27500,High School,56.24395422,92.6232859,7.301258902,0
A1,107854,36,8/18/2006,Male,22000,High School,58.72802456,99.85718746,4.245602134,1
A1,106885,56,12/7/2009,Male,66000,College,78.40410384,100.989411,13.01575147,0
A1,109757,62,7/16/2011,Female,66000,College,50.26984491,74.77660489,14.67310442,0
A1,107826,38,5/31/2010,Male,71500,High School,51.15399992,98.50263482,10.14208778,0
A1,104603,35,12/8/2007,Female,71500,High School,60.13380085,89.11542196,11.31234606,1
A1,100734,45,9/24/2005,Male,93500,High School,48.2518524,99.59295683,3.782251334,0
A1,108279,43,12/14/2009,Male,33000,Graduate Degree,50.39640134,88.23869204,9.387195742,1
A1,105891,34,3/27/2010,Male,55000,College,59.89073565,116.8342097,14.21232857,1
A1,103559,27,2/25/2013,Male,55000,High School,68.64699191,122.9533565,10.64969677,0
A1,107066,39,9/24/2010,Male,44000,,68.35833958,97.36492295,10.88809167,0
A1,102815,42,10/28/2005,Male,27500,High School,70.58118693,105.0668562,10.05259188,0
A1,101456,48,1/8/2012,Female,60500,High School,67.81189238,101.4519368,8.827901705,0
A1,104658,30,5/2/2012,Male,55000,High School,56.80653104,96.40877962,10.16684583,1
A1,108931,46,3/31/2009,Male,66000,High School,51.06531003,98.39747085,8.704581297,0
A1,108817,49,2/6/2012,Female,55000,High School,67.63895617,96.82180903,9.262946339,0
A1,105832,40,2/27/2014,Male,66000,High School,72.8057878,97.58365031,11.4532345,1
A1,107632,38,8/22/2012,Male,44000,Graduate Degree,64.94163332,78.28718605,13.15813797,0
A1,109519,46,1/15/2012,Male,38500,High School,63.56443777,94.50031542,12.75084747,0
A1,104215,40,12/21/2012,999,38500,High School,41.88466704,105.602451,9.049522883,0
A1,108381,40,12/12/2013,Male,60500,High School,74.61740005,92.43297843,15.77399868,0
A1,104552,41,4/2/2013,Female,99000,High School,43.91879783,109.9614552,10.86720797,0
A1,109702,49,10/20/2006,Female,49500,College,36.54245004,102.9353312,4.705613118,0
A1,102242,39,4/18/2010,Male,82500,High School,63.4144222,101.3167591,12.78739757,0
A1,107064,38,7/27/2011,Male,22000,High School,80.03574917,112.783058,13.06146127,1
A1,103820,35,6/5/2007,Female,55000,High School,50.6088275,109.1384868,9.302122645,0
A1,100366,53,9/30/2006,Male,33000,High School,46.47237362,105.766161,9.015357365,0
A1,100707,46,7/16/2009,Female,49500,High School,55.32461548,104.1097808,7.514630693,0
A1,105038,46,3/29/2005,Male,55000,High School,69.86051379,109.7011153,5.667192065,0
A1,106617,46,11/19/2014,Male,49500,High School,55.81529169,94.1418819,10.65584814,0
A1,108870,56,7/24/2007,Male,55000,High School,69.45655167,83.8749937,16.79418928,0
A1,107368,26,7/12/2014,Male,66000,High School,64.16559279,118.9420749,11.00683055,0
A1,105511,35,8/31/2014,Male,77000,College,58.61908892,125.9878215,10.89742502,0
A1,108262,39,8/13/2005,Male,66000,High School,53.58414305,92.25751749,11.52070283,0
A1,105200,57,7/30/2011,Female,33000,College,55.89289718,99.10630078,14.31691899,0
A27,103377,63,8/23/2014,Male,66000,High School,56.90909076,110.1585786,11.07095821,0
A27,103539,59,5/15/2009,Male,33000,High School,59.49845964,115.3381685,10.08425549,0
A27,100987,30,8/12/2007,Male,49500,Graduate Degree,71.90354833,110.4026273,13.74857192,1
A27,106650,44,4/5/2011,Male,49500,Graduate Degree,86.91624274,106.1915318,,1
A27,107949,38,9/27/2005,Male,82500,Graduate Degree,65.23127375,112.9635277,9.073545071,0
A27,107142,23,10/22/2011,Male,11000,High School,50.45668023,86.19286072,9.635329891,0
A27,108878,34,11/26/2006,Male,71500,Graduate Degree,63.95286791,86.83992698,10.03227205,1
A27,103863,35,5/20/2005,Female,55000,College,44.77777227,79.01908838,12.39162253,0
A27,101921,33,1/19/2008,Male,77000,High School,71.43616895,114.5115875,12.22801066,0
A27,103423,36,5/22/2008,Male,55000,College,55.00411604,102.6719811,7.428421188,0
A27,107382,43,5/17/2008,Male,38500,High School,81.85944832,106.2305847,14.8867475,0
A27,109000,29,3/15/2010,Female,27500,High School,42.5399354,99.34920431,11.51511064,0
A27,109617,54,10/29/2006,Male,66000,College,75.5042264,107.9908686,13.78796007,0
A27,109482,69,4/28/2013,Male,44000,College,84.84219881,88.94051284,13.783892,0
A27,109324,38,10/23/2007,Male,44000,High School,60.99884427,87.37372465,12.05585047,0
A27,104140,48,11/21/2006,Male,44000,High School,63.07786958,77.98310922,11.21207875,0
A27,103860,65,11/25/2009,Female,49500,High School,42.28348603,103.2559806,8.913387348,0
A27,108367,41,5/25/2005,Male,55000,High School,66.09733935,118.704533,11.41046654,0
A27,103085,39,12/18/2012,Female,38500,High School,57.76949772,92.12121588,12.91547052,0
A27,103548,43,11/16/2005,Male,66000,High School,79.99612194,95.82893508,10.65161104,1
A27,108150,49,2/23/2010,Male,104500,College,83.49004735,84.84310153,11.97867186,0
A27,106148,58,12/23/2010,Female,49500,High School,67.47800715,93.16375062,8.473419365,0
A27,103323,47,2/23/2005,Female,49500,High School,68.41648108,85.61595241,13.21834675,0
A27,103032,43,12/22/2008,Male,49500,College,68.28379196,119.7167017,9.557330383,0
A27,107976,39,12/21/2012,Male,44000,High School,72.61161245,109.2763055,6.606564442,0
A27,103606,49,6/23/2012,Male,33000,High School,48.6498601,97.4799833,7.274699011,0
A27,104263,34,6/1/2006,Male,55000,High School,97.93765124,100.5707177,14.7456461,0
A27,105921,61,4/9/2012,Male,82500,High School,76.21607861,105.1422819,13.65226114,0
A27,104486,34,2/25/2006,Male,44000,High School,69.53529415,104.2297277,5.556883373,1
A27,101308,187,12/4/2008,Male,49500,College,80.32135529,100.1450798,10.25389595,0
A27,107974,32,8/29/2012,Male,55000,College,66.60838621,101.3186294,10.63132095,0
A27,102283,52,11/27/2008,Male,44000,High School,65.23606389,107.2919023,13.95589383,1
A27,102648,47,5/31/2010,Male,55000,High School,46.47707662,105.7519126,8.710544542,0
A27,107143,35,6/30/2011,Female,44000,high school,59.9594877,99.90855255,11.64057377,0
A27,108062,38,1/1/2005,Male,44000,High School,62.09046383,107.510591,12.48172638,1
A27,100095,42,7/7/2005,Male,38500,College,78.67667353,105.6995237,11.15204037,0
A27,102085,44,5/17/2011,Male,49500,High School,71.98689679,101.5871288,10.99913405,0
A27,104151,43,2/22/2010,Female,38500,College,47.19534857,107.9479323,6.859173724,0
A27,104522,32,3/9/2013,Female,60500,High School,69.91893666,96.60338382,13.32549235,0
A27,100338,43,10/29/2007,Male,49500,College,54.93483313,101.1518821,11.70197041,0
A27,102274,51,11/15/2010,Male,60500,High School,83.27644986,96.92022176,6.466951633,0
A27,109974,27,4/4/2009,Male,66000,High School,60.50022219,98.12216897,15.17591013,0
A27,108653,39,4/9/2010,Female,66000,High School,49.5231421,90.79590368,14.57942435,0
A27,101552,55,1/27/2007,Male,66000,High School,75.56728559,93.80195244,14.00262473,0
A27,104240,46,8/8/2012,Male,55000,High School,73.56245161,94.24034575,16.32073084,0
A27,102112,44,12/1/2009,Male,88000,High School,51.86257649,95.07954185,13.22958008,0
A27,104749,47,9/24/2005,Male,71500,High School,66.68832562,92.87482023,10.63761274,0
A27,101553,56,11/12/2011,Male,82500,Graduate Degree,67.3412296,112.3764103,11.49790173,0
A27,104487,28,11/17/2009,Male,33000,,60.30011856,95.60424802,14.43536402,0
A27,103800,32,3/30/2005,Male,55000,High School,56.03667548,89.334174,12.62379858,0
A27,103718,39,4/27/2005,Male,60500,College,72.81368026,97.27250458,11.63219107,0
A27,109547,48,12/8/2011,Male,49500,College,68.38937044,85.43067089,13.45216925,0
A27,109846,66,3/24/2008,Male,66000,High School,67.4654634,96.89852497,10.65699994,0
A27,100686,45,12/4/2014,Male,66000,High School,74.27622879,96.72324166,14.05916413,0
A27,103315,59,9/21/2009,Female,22000,High School,71.32655304,101.136628,4.164359869,0
A27,101212,39,1/17/2012,Male,27500,College,61.81765835,95.08309615,12.94337987,0
A27,105693,51,8/15/2007,Male,49500,Graduate Degree,63.70962939,102.6103716,7.843722805,0
A27,103872,45,3/16/2010,Male,44000,High School,50.89578646,91.80830516,10.62973602,1
A27,102929,40,1/2/2010,Male,66000,College,82.51276018,103.1690835,13.17063673,0
A27,104197,43,2/2/2005,999,55000,Graduate Degree,66.63419798,120.1660373,4.003363867,0
A27,105390,44,8/1/2012,Male,33000,High School,69.88078197,106.4773888,14.03658873,0
A27,106970,38,9/4/2010,Female,71500,College,61.18647402,117.5984519,9.863186192,0
A27,102636,50,9/11/2014,Male,60500,College,63.27940833,87.71934491,13.98594871,0
A27,105644,43,9/9/2010,Male,49500,College,56.74176551,97.55481624,11.15902676,0
A27,106737,71,11/20/2014,Male,71500,High School,66.10279397,125.9878883,11.96038353,1
A27,103599,40,8/5/2011,Female,44000,College,45.89520633,101.9871908,10.44940057,0
A27,109681,41,4/20/2010,Male,44000,College,68.13700902,104.2307632,10.94767569,0
A27,102918,34,8/9/2005,Male,66000,High School,50.86665787,93.48040656,10.60211187,0
A27,108998,41,11/9/2011,Female,66000,High School,50.15673543,99.45306725,11.20284208,1
A27,106472,51,6/30/2012,Male,60500,College,88.43340829,92.55081573,10.9743056,0
A27,109148,50,12/15/2011,Male,49500,College,79.84666957,119.4174743,11.88591539,1
A27,106912,39,10/29/2009,Male,82500,High School,57.51272897,95.27085851,7.217954302,0
A27,106724,39,4/1/2014,Male,49500,High School,65.79016023,105.1145617,12.06816141,0
A27,102011,63,10/24/2012,Male,55000,College,68.9683035,114.1011936,11.71487667,1
A27,106968,56,3/21/2008,Male,71500,High School,66.27880262,111.4280492,9.508780214,1
A27,107466,48,5/25/2013,Female,93500,high school,40.25151906,112.0900657,13.54009873,1
A27,108964,41,12/9/2008,Female,49500,High School,51.66925169,98.75748052,9.521726939,0
A27,103096,48,5/28/2014,Male,71500,College,74.12920027,111.348687,12.24474836,0
A27,101067,43,2/1/2013,Female,71500,College,54.37964226,105.5002014,13.24985355,0
A27,102816,48,4/9/2012,Male,88000,,70.0365089,102.6076045,6.946947744,0
A27,106429,63,2/14/2012,Female,22000,High School,52.99914524,85.0553105,10.33159408,0
A27,106745,38,2/26/2007,Male,49500,College,58.89291167,114.6820222,11.36609963,0
A27,100816,39,8/21/2014,Male,55000,High School,70.38690946,79.80067008,12.16894981,0
A27,101347,26,2/18/2010,Female,33000,College,44.57181746,93.3625677,9.909797101,0
A27,109595,40,7/21/2005,Female,33000,Graduate Degree,58.88479427,100.5273496,9.98917077,0
A27,103392,53,4/16/2006,Male,44000,Graduate Degree,65.63244424,129.9370659,11.0351165,0
A27,104173,58,8/16/2013,Male,60500,High School,70.56105981,99.88533499,8.091904969,1
A27,101743,73,9/17/2009,Male,27500,High School,70.04365759,100.9969547,10.29369842,0
A27,105412,206,5/24/2010,999,22000,High School,62.72224927,87.76231985,12.4114789,1
A27,102258,37,5/1/2009,Male,55000,High School,68.8782733,112.2779059,5.947438071,0
A27,103797,52,7/27/2010,Male,77000,High School,69.67247668,90.9394228,6.814333393,0
A27,108616,43,3/2/2012,Female,49500,Graduate Degree,42.62251148,110.954019,10.54765834,0
A27,105789,54,3/31/2007,Male,99000,High School,67.27280286,104.5930145,12.69412875,0
A27,105713,24,10/18/2013,Male,44000,High School,64.76793354,77.45142595,12.26680302,0
A27,107527,46,10/19/2014,Female,27500,College,51.54514259,103.1177811,10.10406983,0
A27,106111,30,1/29/2014,Female,55000,College,47.67185917,107.8489985,13.65711412,0
A27,107028,51,8/21/2011,Female,44000,College,55.70502478,87.90372755,9.863211313,0
A27,101518,55,5/19/2005,Male,71500,College,81.08370214,102.6360258,6.575586623,1
A27,106864,36,10/6/2005,Male,55000,High School,,96.35460904,12.3302287,0
A27,105047,52,7/13/2008,Male,55000,College,73.30193357,89.14525349,11.7165843,0
A27,109778,34,10/8/2010,Female,66000,High School,41.42415606,98.69394939,7.261184125,0
A27,107250,35,5/3/2009,Male,33000,High School,69.13374319,118.0514152,8.518212706,0
A27,102373,37,3/22/2011,Female,38500,High School,51.35324011,101.2222185,12.23534286,0
A27,109356,33,9/3/2012,Male,55000,High School,67.35933112,103.464462,12.29700723,1
A27,102116,38,5/29/2009,Female,55000,Graduate Degree,55.58677065,121.6782826,14.28967341,0
A27,107339,61,8/15/2005,Male,44000,High School,64.21018706,95.62067208,7.289755814,0
A27,104430,42,12/11/2011,Male,49500,Graduate Degree,53.23940629,96.50017903,14.89070666,0
A27,106997,44,5/30/2009,Male,66000,High School,75.31835223,108.264736,12.12841476,0
A27,106795,35,8/31/2007,Female,71500,High School,42.38917436,91.74701971,8.605383612,1
A27,109633,46,11/19/2009,Male,49500,College,67.46414588,120.0196146,11.96858906,0
A27,106837,45,5/22/2010,Male,55000,High School,45.96831364,111.0619213,10.91298542,0
A27,108781,52,1/10/2010,Female,110000,High School,60.3959842,68.94073675,12.98739954,0
A27,108261,32,1/28/2010,Male,22000,High School,27.79682173,97.36100703,12.03223119,1
A27,104684,56,9/8/2013,Male,55000,High School,61.19271547,92.72799303,16.53491134,0
A27,106880,48,12/12/2013,Male,44000,College,81.91265499,80.10742666,9.414896789,0
A27,101531,29,3/20/2010,Female,27500,College,53.85256991,107.0247529,12.47437087,1
A27,102486,41,3/31/2010,Male,55000,College,61.52821514,106.1032278,10.53659368,0
A27,109894,44,5/27/2006,Male,44000,College,74.92461884,116.092495,20.07057549,0
A27,101515,42,4/25/2010,Male,49500,High School,67.03139121,108.698516,8.165390709,0
A27,107030,40,10/15/2010,Male,60500,High School,70.77519898,105.8279304,10.24927319,0
A27,102030,23,6/20/2014,Female,82500,College,52.97275217,101.9181976,5.963108269,0
A27,105012,44,6/15/2009,Male,55000,High School,60.2566842,128.2535008,12.6889493,1
A27,104801,43,7/30/2010,Male,60500,College,68.54922774,99.65586534,14.74960008,0
A27,104768,50,2/16/2011,Female,44000,High School,59.55537044,90.13057443,5.250610583,0
A27,109281,33,10/25/2006,Male,71500,High School,80.14864573,85.46351948,7.244487883,0
A27,100453,38,10/28/2005,Male,71500,High School,73.27646677,100.3263128,6.946896641,0
A53,106844,47,3/20/2013,Female,27500,College,71.73361241,82.48246934,8.345099714,0
A53,109325,47,1/14/2007,Male,66000,Graduate Degree,68.59184603,108.0927371,10.59174876,0
A53,104428,51,11/1/2013,Female,60500,High School,52.50406837,79.5171126,5.072931557,0
A53,102446,31,6/6/2011,Male,66000,College,68.61331045,102.5826524,12.67725134,0
A53,108637,52,10/23/2014,Male,44000,High School,82.36891845,80.40377876,6.188253857,0
A53,106550,52,4/6/2009,Male,33000,High School,40.55600795,107.3906153,11.30158015,0
A53,109989,41,1/18/2011,Female,49500,High School,40.24280271,112.9403578,7.315928638,1
A53,104819,202,3/2/2014,Female,33000,High School,47.5816424,85.23211383,16.86182879,0
A53,109044,52,11/9/2014,Male,77000,High School,42.2552007,108.8139551,7.522700599,0
A53,108973,35,8/11/2013,Female,27500,College,41.33338131,108.3247363,9.59458598,0
A53,105982,39,9/2/2013,Male,55000,College,50.08055574,97.82276976,13.95723823,0
A53,100151,37,4/5/2006,Male,44000,High School,63.55388572,107.0288685,9.164549978,0
A53,106348,61,4/16/2005,Female,55000,College,54.14380241,100.8109537,8.451681394,0
A53,103036,35,10/17/2012,Female,33000,College,59.25392903,110.5770511,11.31601106,0
A53,107785,49,4/17/2006,Male,55000,High School,68.14773503,100.3297602,10.68973481,0
A53,104765,47,3/17/2006,Male,55000,Graduate Degree,43.14163983,98.41434216,4.694816592,0
A53,105842,34,7/18/2013,Male,44000,Graduate Degree,64.73594649,129.7835133,16.46679538,0
A53,102744,43,2/15/2010,Female,71500,High School,57.17179948,107.6946435,14.27814694,1
A53,102727,49,1/24/2010,Female,38500,high school,37.84191678,99.30049038,11.27707461,0
A53,104450,57,2/9/2009,Male,22000,College,57.16865985,81.896402,10.00203477,0
A53,106777,35,9/18/2007,Male,66000,Graduate Degree,60.39933107,103.5580994,14.21812774,0
A53,102023,47,3/18/2010,Female,77000,College,54.69960433,106.054931,9.260163734,0
A53,106006,50,6/18/2012,Male,66000,College,76.81393185,113.5480705,13.52147177,0
A53,108479,29,5/10/2006,Male,77000,High School,52.26917727,112.6524887,16.64323273,0
A53,102395,36,4/1/2010,Male,60500,Graduate Degree,59.31338328,100.9680255,15.40038101,0
A53,102769,47,10/4/2014,Male,55000,College,63.8021521,106.7696592,14.99559926,0
A53,101914,48,10/6/2010,Male,38500,High School,59.15965494,104.7508727,10.85015714,0
A53,104519,47,1/19/2009,Male,38500,College,63.91368583,111.0563613,8.478889915,1
A53,102199,38,1/12/2006,Female,82500,High School,61.28317104,80.27935828,12.95583347,0
A53,106138,48,4/29/2006,Female,49500,Graduate Degree,41.97285981,117.2951366,12.32367521,0
A53,100012,29,1/18/2010,Male,66000,High School,57.52443575,105.1488387,7.12052579,0
A53,100998,37,12/10/2005,Male,44000,College,59.90628964,112.8232729,15.19294946,0
A53,100540,55,9/11/2008,Female,55000,High School,49.74436174,104.8059888,6.758367353,0
A53,102292,48,1/18/2010,Male,49500,College,64.5625233,119.588009,13.79166465,1
A53,109530,46,8/12/2014,Male,71500,College,57.48358862,96.2312525,13.44519271,0
A53,102985,27,7/2/2013,Female,88000,High School,52.79702807,100.9339194,12.47821048,0
A53,104481,39,2/23/2014,Female,49500,High School,71.38883334,108.33274,9.620789355,0
A53,103878,34,11/27/2011,Male,71500,High School,65.21994293,106.0407791,9.182726011,0
A53,100014,42,8/24/2010,Male,44000,Graduate Degree,59.94567803,96.46365264,10.54656301,1
A53,100873,53,6/9/2011,Male,49500,High School,58.7151457,94.41143855,13.51173877,0
A53,102989,46,10/21/2008,Male,66000,College,54.8906703,102.8500909,7.901397464,0
A53,109906,46,6/2/2005,Male,49500,High School,71.11506788,93.72904555,7.486813058,0
A53,109404,47,10/31/2010,Male,82500,College,58.48181404,109.2384319,12.81647859,0
A53,102413,44,12/25/2005,Male,77000,College,72.30172191,100.2900294,8.637247848,0
A53,108540,43,10/7/2009,Female,33000,High School,51.56937156,99.38873523,11.78091942,0
A53,103143,38,12/8/2008,Female,77000,High School,47.19940237,98.13689355,8.23989944,0
A53,106085,48,7/7/2005,Male,66000,High School,60.04408114,110.4819652,14.54952533,0
A53,103155,43,2/27/2013,Male,66000,High School,80.51539811,96.24068349,7.422412419,0
A53,108872,44,1/4/2011,Female,49500,College,62.29185751,91.8898218,10.91796828,0
A53,106564,45,2/13/2010,Male,55000,High School,51.12447541,97.30614901,11.40828463,0
A53,105792,32,5/28/2009,Female,44000,High School,49.37728043,93.05717533,10.26354968,0
A53,107172,41,7/30/2007,Male,55000,High School,52.36979014,105.8526116,12.65730876,0
A53,106888,35,12/3/2008,Male,66000,College,52.99673183,110.2950009,13.31604845,0
A53,107053,37,7/31/2006,Male,33000,High School,60.0152098,98.10823519,3.186766671,0
A53,104906,182,12/12/2014,Male,77000,College,73.13637424,104.7950308,11.13428383,0
A53,105125,59,3/29/2007,Male,88000,High School,80.36068656,99.73791103,5.776214694,0
A53,109444,52,9/1/2011,Male,49500,College,69.71051657,87.140338,12.77736534,1
A53,105192,46,2/25/2007,Male,55000,High School,66.48411717,109.9839043,10.96532182,0
A53,103846,40,3/9/2006,Female,104500,College,52.31450042,110.3939326,6.552139185,0
A53,105893,34,10/3/2010,Male,49500,College,62.75098661,97.38321606,6.383501906,0
A53,106490,51,3/20/2009,Male,27500,High School,69.06784593,109.8136068,11.23915144,0
A53,108961,,3/1/2011,Male,71500,High School,69.05706308,117.827111,12.68133265,0
A53,100394,36,3/29/2011,Male,104500,High School,51.02443486,112.447121,11.03214025,1
A53,109043,43,8/12/2005,Male,88000,High School,65.64053747,95.53449895,7.563533712,0
A53,103957,64,1/2/2005,Male,71500,College,51.91751623,111.5305547,11.11775382,0
A53,108200,47,2/24/2008,Male,71500,High School,69.04620996,107.071816,14.92740498,1
A53,101761,22,7/25/2012,Male,27500,College,49.5725866,107.7086256,11.67088904,0
A53,104802,40,10/13/2012,Male,27500,College,58.35090448,102.397866,11.89658805,1
A53,106286,43,8/31/2012,Female,60500,High School,43.61312313,78.44250286,12.79559105,0
A53,102614,41,7/26/2008,Male,33000,high school,77.03104015,92.15224214,12.72329662,0
A53,102372,39,2/3/2013,Male,66000,College,69.86937849,98.37452903,9.746912744,0
A53,102638,32,,Male,38500,College,56.02226057,103.9322215,10.83088469,0
A53,109310,208,8/6/2007,Male,49500,High School,55.77731681,103.3874104,11.00330292,0
A53,104316,54,7/14/2013,Male,44000,College,59.27893404,112.2994952,14.14988437,1
